migration_action,repo_target,source_path,sha256,size_bytes,status,size_risk,reason
EXCLUDE,,janus_n8_gate/rigid_release/Janus_MoSSe_AuditResolved_ReproducibilityRelease/requirements.txt,463b51d2d4f031011d652b9af93e6427c081d78254e200a28edeff1f967773f0,74,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0243.
EXCLUDE,,janus_n8_gate/rigid_release/Janus_MoSSe_AuditResolved_ReproducibilityRelease/source/__pycache__/janus_fourier_landscapes_v12.cpython-313.pyc,6e77eca3470a1af976f83d17e4b7d74237a274696a11d29afcfd6db016d12cf4,12355,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n8_gate/rigid_release/Janus_MoSSe_AuditResolved_ReproducibilityRelease/source/canonical_analysis_v17.py,01627a2ee2cd29ba8ae80ea0cf2828cd98a9162c6b332f1ffaf4a1f320d75067,21837,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0003.
EXCLUDE,,janus_n8_gate/rigid_release/Janus_MoSSe_AuditResolved_ReproducibilityRelease/source/dft_guided_material_v12.py,3dbb2ef66165b519ee48de20e34ed855e319cb3877f2f5952e710adcff671356,10403,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0216.
EXCLUDE,,janus_n8_gate/rigid_release/Janus_MoSSe_AuditResolved_ReproducibilityRelease/source/janus_fourier_landscapes_v12.py,f2b1ffc29da25d053fa534145d2d1896cdfb33441928d4b12a218961114942d9,7446,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0817.
EXCLUDE,,janus_n8_gate/rigid_release/Janus_MoSSe_AuditResolved_ReproducibilityRelease/source/make_figure7_v17.py,ff6b2cbd040613f8bf8ab7e8ff0847e805d62265a1341264e25468c52011f0f5,4240,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0859.
EXCLUDE,,janus_n8_gate/rigid_release/Janus_MoSSe_AuditResolved_ReproducibilityRelease/source/make_figure8_v17.py,0e5d2eb929e892ab8952aafe8d7d7b34ca2e77cbf7d955edf2b9f2e3037ef1c8,5501,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0048.
EXCLUDE,,janus_n8_gate/rigid_release/Janus_MoSSe_AuditResolved_ReproducibilityRelease/source/make_figure9_v18.py,7247a4e5057973a73c85075ba1ac48b9b0910dd4a485f31b0ed19c9423488f17,3981,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0399.
EXCLUDE,,janus_n8_gate/rigid_release/Janus_MoSSe_AuditResolved_ReproducibilityRelease/source/new_physics_v18.py,88277be504516ebd14ed95273b25e894ba1a059696728616c94ad30e4b68d993,17736,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0473.
EXCLUDE,,janus_n8_gate/rigid_release/Janus_MoSSe_AuditResolved_ReproducibilityRelease/source/run_dft_material_validation_v12.py,51d7f4fc14d6598872f4620a3703ce50109c12b9aa9097a5d18d4a0db5b20674,8442,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0284.
EXCLUDE,,janus_n8_gate/rigid_release/Janus_MoSSe_AuditResolved_ReproducibilityRelease/source/validate_v12_outputs.py,3248297073e8618733aed92574283318eec85b71ccebd9f022c2cd341ddfc232,4461,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0169.
EXCLUDE,,janus_n8_gate/rigid_release/Janus_MoSSe_AuditResolved_ReproducibilityRelease/source/validate_v17_release.py,d694af76263dd49cc778f8ec3e964efc4ea391d8b6171752861d2a34c57be70b,5099,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0733.
EXCLUDE,,janus_n8_gate/rigid_release/Janus_MoSSe_AuditResolved_ReproducibilityRelease/source/validate_v18_release.py,99960c866b3663a49cdfd0428c5aa52d0b848d9eea49cb04e7b47a80aeff4d14,2818,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0527.
EXCLUDE,,janus_n8_gate/rigid_validate.log,6f419acbc869c01954574b1cb37617de15e88098308279793309db57207d0d17,40,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_n8_gate/thermal_recompute.log,9b30e45fb8f2502f00023a154dc630c2c9f2b2c54190b6cba5e44c8865e1e5ef,141,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_redteam_closure_check/main/_rels/.rels,a9ae57efe9186f07d48303bcac5d54c7e359bf3f503939c03ad2954e5c59a5c4,734,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0576.
EXCLUDE,,janus_redteam_closure_check/main/customXml/_rels/item1.xml.rels,1ca6c9a64edcebe24ee703a54403611b322d96da33371779e742d2d3f7ed7a6c,295,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0095.
EXCLUDE,,janus_redteam_closure_check/main/customXml/item1.xml,a86086ffc5d8e83ebd6c71a55d1d2efaa31b137977f5f3a752366e1023612144,262,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0571.
EXCLUDE,,janus_redteam_closure_check/main/customXml/itemProps1.xml,c542307b13ec29a8b546217bb37936ab4822e044b265d2952985ec3d6afed24e,354,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0672.
EXCLUDE,,janus_redteam_closure_check/main/docProps/app.xml,be664981c3141cddfc59362beb287ebf20d0773660e2dd6faac5968a5930a081,1132,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0650.
EXCLUDE,,janus_redteam_closure_check/main/docProps/core.xml,d14be8284e406d14dc2a576b19f15e7f637b955f9e27a3d9ed871ec99606f7ba,721,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0720.
EXCLUDE,,janus_redteam_closure_check/main/docProps/thumbnail.jpeg,96367138dc44ce09bf2c8f0f8e49348a1478d2c5c0af69bbc2bbc38b63cdcead,8324,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0506.
EXCLUDE,,janus_redteam_closure_check/main/word/fontTable.xml,79385fb7f60247507ecaffc292e9ebd52ea0657b8634f629ba6fccc54011d6bb,2811,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0420.
EXCLUDE,,janus_redteam_closure_check/main/word/media/image18.png,cc37eeb43ae16b313b8306499b42dd20e1456c2672236f73b393afb7fd2d9013,432290,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0694.
EXCLUDE,,janus_redteam_closure_check/main/word/media/image19.png,d485395e1e1cad111fefc981339d9ff973fa8ffe6251e462771d6f1696a2e2ca,355658,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0730.
EXCLUDE,,janus_redteam_closure_check/main/word/media/image20.png,cb7582900f68c199563b0c8db5beba178d71865b857970dcbbfadf50662cfc40,439600,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0692.
EXCLUDE,,janus_redteam_closure_check/main/word/media/image21.png,71598bbe3f865cf93187ce29e1e766c8f402f88a8e4a3ab1976e0bdd39d027c9,397699,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0396.
EXCLUDE,,janus_redteam_closure_check/main/word/media/image22.png,84f44d721ff39ebe33b42e94cd8ca6aa3c06938b23ddf3d0762765afe73c33ea,271416,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0464.
EXCLUDE,,janus_redteam_closure_check/main/word/media/image24.png,2b075ece2e3cce6348026a4dd30d6b2c0ce4842104b30c9a21a0cf7511b0f94e,412125,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0146.
EXCLUDE,,janus_redteam_closure_check/main/word/media/image9.png,d29377d3cbf556fc9ce22975bac703cf9c2b4504d9e67365d5fc0a67de8bc1b3,8482,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0724.
EXCLUDE,,janus_redteam_closure_check/main/word/numbering.xml,70976f19cbcd896e51890859fe6ecb3467a5a7ad0c040160fedc5a1993cb09ce,5513,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0391.
EXCLUDE,,janus_redteam_closure_check/main/word/settings.xml,51a0d348fe85965c66e4748a03c3c0d055d78455514f03cb121c334af7d73689,2535,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0282.
EXCLUDE,,janus_redteam_closure_check/main/word/stylesWithEffects.xml,463ae0928cf0d84775dbf8cf18d6c3029f6707c81bf590f6d6dd8757a5e93f15,438131,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0242.
EXCLUDE,,janus_redteam_closure_check/main/word/theme/theme1.xml,e3a8ab7db9ca7afca56f5f2820a56e8b660016c647773555b060b0a02ac76941,10939,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0768.
EXCLUDE,,janus_redteam_closure_check/main/word/webSettings.xml,349d36de7434d09f86987ff671d8814964a0588c1e630c06e562cda7e75e9f95,438,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0180.
EXCLUDE,,janus_redteam_gate/redteam_force_direction_scan.csv,fb274bbb7efcd99ed9f629155f94c4c711af0b41640ba383f8f1fbba02c2d9f9,1923,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0840.
EXCLUDE,,janus_redteam_gate/redteam_gamma_sweep.csv,38eafdfd2d2d035faed0f7f815f5aaca87e64fca8fdfb302ae18b593eb2bc900,951,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0199.
EXCLUDE,,janus_redteam_gate/redteam_gsfe_parameter_sensitivity.csv,1c54e70a7cb921cdedee4b39aa5df5ffd688814fa93cee953ef9d6e050557e55,2586,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0094.
EXCLUDE,,janus_redteam_gate/redteam_phase_preparation_sweep.csv,f36726f1e688ee58942cef301fa8dc11c9dc26c277da771546ed69521a71aa82,17477,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0819.
EXCLUDE,,janus_redteam_gate/rtb01/cycles_T0.02_N500_C160_orbit_seed2026091900.npz,a96eac87ba714d33b79fab5310d06e81a6542551ed93feec211f43d4b42b5de5,1214402,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0574.
EXCLUDE,,janus_redteam_gate/rtb01/cycles_T0.04_N500_C160_orbit_seed2026091900.npz,819cff0882443a6e8e6577b0b99bb54ce4e000a047e776f0c3d51cff59e4d92f,1224223,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0450.
EXCLUDE,,janus_redteam_gate/rtb01/cycles_T0.06_N500_C160_orbit_seed2026091900.npz,8b64e74a7207a10b1588cbee6b3d1a04a70210c054e7c248a966d6176a7de3d8,1229331,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0479.
EXCLUDE,,janus_redteam_gate/rtb01/cycles_T0.10_N500_C160_orbit_seed2026091900.npz,5fe48ee8eccddd9e238cc6070efadbdf7eeb03cc4a57cb0e40f3972e56a13b6c,1235001,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0332.
EXCLUDE,,janus_redteam_gate/rtb01/cycles_T0.16_N500_C160_orbit_seed2026091900.npz,4eb331c36b666348f6f1d45305fcfbdcfb81aecc4daf4e2c75449b8407ece79a,1239269,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0275.
EXCLUDE,,janus_redteam_gate/rtb01/cycles_T0.24_N500_C160_orbit_seed2026091900.npz,580ebcb9d5b683de81ed77851cd33e3314059fb123c556c8f8017080b0e1a270,1241968,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0306.
EXCLUDE,,janus_redteam_gate/rtb01/cycles_T0.32_N500_C160_orbit_seed2026091900.npz,284062d5defea74e83058d288c719f47c20be4cf4726cc92eaf1514cce3f137c,1242680,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0140.
EXCLUDE,,janus_redteam_gate/rtb01/cycles_T0.50_N500_C160_orbit_seed2026091900.npz,e119a7546ee26d0ba2eed6f2e49474e34a0d04635c5d496524e9b3b946a89376,1242825,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0754.
EXCLUDE,,janus_redteam_gate/rtb01/cycles_T0.50_N500_C160_orbit_seed2026101900.npz,f784b3b6a5c3c09892129aca6ed992f5c156ad2e92dc778aadf94b1c012043d0,1242776,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0830.
EXCLUDE,,janus_redteam_gate/rtb01/cycles_T0.55_N500_C160_orbit_seed2026091900.npz,9a51e07a7892d7a3e7803350176257ec803e9b9952339d3ee93691f623ed45da,1242756,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0530.
EXCLUDE,,janus_redteam_gate/rtb01/cycles_T0.55_N500_C160_orbit_seed2026101900.npz,4b323320810b04b0185c9ad995be8b3069b6c52a538013097c51e5865f01778c,1242820,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0258.
EXCLUDE,,janus_redteam_gate/rtb01/cycles_T0.60_N500_C160_orbit_seed2026091900.npz,628f55521a97b801b185817271dfce398a182654ec31a0773f80ed0d900f51ee,1242991,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0343.
EXCLUDE,,janus_redteam_gate/rtb01/cycles_T0.60_N500_C160_orbit_seed2026101900.npz,972703a6235733491fbac1175cb0440f2db70ea89df51e3b64c8981c7c63a277,1242761,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0512.
EXCLUDE,,janus_redteam_gate/rtb01/cycles_T0.65_N500_C160_orbit_seed2026091900.npz,b247e7109fe2fe08effcd6c2ff90038683e52fa80043aade89b6f3f9cb6860de,1242749,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0606.
EXCLUDE,,janus_redteam_gate/rtb01/cycles_T0.65_N500_C160_orbit_seed2026101900.npz,61e19a74c56f75c6a943e754d2ceb4b470c7471cf79afab33e1bb8ce617572db,1242712,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0341.
EXCLUDE,,janus_redteam_gate/rtb01/cycles_T0.70_N500_C160_orbit_seed2026091900.npz,826011643e691a8a4f50833753fcd079d318d7c051dcecd0626bd440032eb5e3,1242838,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0455.
EXCLUDE,,janus_redteam_gate/rtb01/cycles_T0.70_N500_C160_orbit_seed2026101900.npz,7735c477c1f362248a67b1465760381697bb4498412725c6b034e7a2a83459ac,1242811,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0415.
EXCLUDE,,janus_redteam_gate/rtb01/highT_dt_pairwise_z.csv,98bc5249229ea0d33c5929ad7a274742c98c325ac966ad3dc37c47301a27adc9,496,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0519.
EXCLUDE,,janus_redteam_gate/rtb01/initial_state_memory_loss.csv,c92faf5a93f099c5bd692b0a8957e93d9e5083641793af09f3822feb985b78a2,1415,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0686.
EXCLUDE,,janus_redteam_gate/rtb01/late_block_drift_two_seed.csv,e86bbbd0e479ea2d3e597dfab22ff320f8bd03c40ffec7c39bced3a6d88968d7,3675,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0786.
EXCLUDE,,janus_redteam_gate/rtb01/measurement_length_sensitivity.csv,76bfc9c0790f77b5f1a5598b025ca0939f891b9cc4ed1abd30f6d261684eee90,8344,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0414.
EXCLUDE,,janus_redteam_gate/rtb01/stationary_current_two_seed_pooled.csv,728954c7ca271e58840548bcdade21e79c1bc1956d8a36fddc45c802d42e29d9,2567,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0400.
EXCLUDE,,janus_redteam_gate/rtb01/stationary_sign_target_bootstrap.csv,34e9f08eab5a519a73c4f239edc6b308a8777355ee1c3db7d8dfa550d9b6bc6e,474,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0182.
EXCLUDE,,janus_redteam_gate/rtb01/stationary_thermal_bootstrap_50k.csv,f08ef0ad8135ef4c6293a8561648310a0cb66650c169125be2c673093385c225,951,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0806.
EXCLUDE,,janus_redteam_gate/rtb01/thermal_stationary_series_N500.csv,c13fb88c3d084b86c5fac9b1c354d6edb66ef1825c4cf68e2d0ba91b6e7bd7c9,4230,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0657.
EXCLUDE,,janus_redteam_gate/rtb01_analyze_cycles.py,7d121ae4c0d8d33566b41b572a1b415371ec69ea78960ab8fa9878a6aa4e7962,2462,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0431.
EXCLUDE,,janus_redteam_gate/rtb01_sim_one.py,c19d1798c42ad32c17474519613f726ee8f50bd71948edf95d33194665efc8b9,3660,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0658.
EXCLUDE,,janus_render/page-01.png,66e272ffc2685f52f81e102a12feb0d084f78ce4a0c62d2f609404a495a75a30,475134,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_render/page-02.png,04fb8470c153a5ca1b77ef21b9a2fb17f11d13827bd5fd679461445d5b2a0cc3,329286,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_render/page-03.png,05250045ad9e1d42fbdff291222d86c119ed948f02ca95352a1dbb8867274848,349615,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_render/page-04.png,849a9819bf6209fa8035569732539161771aac05d182c0f169981177b119ce7a,351347,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_render/page-05.png,bd574a9c87fa6a7d5ec102acb8b9c80d17c457a90248c82977697dc8fe893b15,387308,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_render/page-06.png,e55e1a5cf81b38f1a7ce736ea2c1876c20c60b87bda719eabe22469c71730161,457949,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_render/page-07.png,af5aa56f9b72453af622d6e96ba5043d42967cba80f9c45fe5afba1eb9fdb510,475214,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_render/page-08.png,7f9966b1662800fe8c0ebe3bc7ba5f9157578fa0ab54a756cad863007a09838c,491805,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_render/page-09.png,feb4c18fdda07f8841cccbc69b8258bd0381da93443ab0dea3267fc47671ffe3,532155,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_render/page-10.png,12abd87bf51142c093468d5249c8f1afade59a93c7571d3c8740fd186d50c232,542829,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_symmetry_gate/__pycache__/independent_same2h_symmetry_audit.cpython-313.pyc,7c65ebf36ef39203fe685ee9224927d865e48ebbd3fe3d27e8a889f602e28600,28948,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_symmetry_gate/__pycache__/janus_fourier_landscapes_v12.cpython-313.pyc,1836bad0ff1e62838222202b7e340a6b84c09ab867fcbb6703dcd2d82315ba3e,12300,EPHEMERAL_QA,OK,Rendered page/QA-only intermediate; reproducible from source document.
EXCLUDE,,janus_symmetry_gate/dft_guided_material_v12.py,3dbb2ef66165b519ee48de20e34ed855e319cb3877f2f5952e710adcff671356,10403,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0216.
EXCLUDE,,janus_symmetry_gate/janus_fourier_landscapes_v12.py,f2b1ffc29da25d053fa534145d2d1896cdfb33441928d4b12a218961114942d9,7446,EXACT_DUPLICATE,OK,Exact SHA-256 duplicate; keep preferred copy in DUP-0817.
KEEP,figures/publication/Janus_MoSSe_PublicationFigure_Manuscript_v7.docx,janus_n18_publication_figures/Janus_MoSSe_PublicationFigure_Manuscript_v7.docx,1478d9c305ce054090c018265dd48cc4a7623c1a4767508462980eee81251b0a,4353860,CURRENT,OK,Current submission/publication authority or current QA record.
KEEP,figures/publication/README_ARTWORK_HANDOFF.md,janus_n18_publication_figures/README_ARTWORK_HANDOFF.md,79e5f38ff540a9627c95993d86b01830cdaecf8b6906564045464bd42f733e9d,839,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact."
KEEP,figures/publication/SHA256SUMS.txt,janus_n18_publication_figures/SHA256SUMS.txt,b7e48b3dd9a1ca302b90b26e8329cf0a98b32c2999d4a75d14efa90b4ece7bc9,4437,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact."
KEEP,figures/publication/manifests/FIG-01.json,janus_n18_publication_figures/manifests/FIG-01.json,0d032520b419ac5fa684d49877991fb05f1bb316ec3143b1e087fa42766d39e3,3780,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact."
KEEP,figures/publication/manifests/FIG-02.json,janus_n18_publication_figures/manifests/FIG-02.json,bd199d45202d3e9b6fbe1a69c3100fda18610924c4638d566fdde84f97a93985,3932,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact."
KEEP,figures/publication/manifests/FIG-03.json,janus_n18_publication_figures/manifests/FIG-03.json,e6d2426399ab9a900a25d8d154a3b25c46762052bd1b665a00b41a8f7872c8be,3606,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact."
KEEP,figures/publication/manifests/FIG-04.json,janus_n18_publication_figures/manifests/FIG-04.json,6a24ccac84fd0d5025e47b127035182015dda0a7c4d53f9990206d7e10d11935,3759,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact."
KEEP,figures/publication/manifests/FIG-05.json,janus_n18_publication_figures/manifests/FIG-05.json,56a3a0c384a7f70620fb601e07bc3661c7fd890a48869afc6621dba4533ea16b,3601,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact."
KEEP,figures/publication/manifests/FIG-06.json,janus_n18_publication_figures/manifests/FIG-06.json,4cd68c879b3ff39b4c825c98d0a08ea81280a5e26608151ec6494a34ea03961c,4136,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact."
KEEP,figures/publication/qa/ACS_NANO_FIGURE_SET_PREFLIGHT.md,janus_n18_publication_figures/qa/ACS_NANO_FIGURE_SET_PREFLIGHT.md,29ec9adf03e601499b3ec63ac8ec09def9970e94d825e333b29a4cb4dffece32,3723,CURRENT,OK,Current submission/publication authority or current QA record.
KEEP,figures/publication/qa/FIGURE_SET_QA_REGISTER.csv,janus_n18_publication_figures/qa/FIGURE_SET_QA_REGISTER.csv,1deb1d7d5506e5661887d73227136f4a139886b4f42caa50c0194491356f5a7a,3396,CURRENT,OK,Current submission/publication authority or current QA record.
KEEP,figures/publication/qa/N18_GATE_SUMMARY.json,janus_n18_publication_figures/qa/N18_GATE_SUMMARY.json,259b5ddb0a88c5ea782b482936fbbd89cd1cb4880826e1860befbb28ef8aafb3,1554,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact."
KEEP,figures/publication/qa/N18_PUBLICATION_FIGURE_AUDIT_REPORT.md,janus_n18_publication_figures/qa/N18_PUBLICATION_FIGURE_AUDIT_REPORT.md,814c13cdd72248777ee47fe495b9151988eb351b0bd310c2baff9fb14e329899,4155,CURRENT,OK,Current submission/publication authority or current QA record.
KEEP,figures/publication/qa/manifest_audit.txt,janus_n18_publication_figures/qa/manifest_audit.txt,5c15d9cf1fa7dcc20fbf2dcc566e5190b9cd245f7c1c7d6f22a22bd789d565df,174,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact."
KEEP,figures/publication/source/audit_figure_manifest.py,janus_n18_publication_figures/source/audit_figure_manifest.py,fe5f33168c3803e72bdf6c57f3959a6ea065430ea75a9e2a290d91cc3ab8da13,5947,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact."
KEEP,figures/publication/source/make_publication_figures.py,janus_n18_publication_figures/source/make_publication_figures.py,5f996a0a2694395d42996a0d285dffd15d352d638fe4b6f1a78e7f231ec7713e,17235,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact."
KEEP,provenance/source-inputs/Janus_mechanical_rectification_v18_CompactMain_FigureAuditCorrected(2).pdf,Janus_mechanical_rectification_v18_CompactMain_FigureAuditCorrected(2).pdf,ffafbc12d150c1f42e5c1e2f5b63709c63864455a89c0580db285965504ffb97,1394733,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact."
KEEP,provenance/source-inputs/MoSSe_2H_GSFE_inversion_linecut.png,MoSSe_2H_GSFE_inversion_linecut.png,bcddbfbb18b97585b1885ee42877e12095934fb810e7097296287cde3414c0bb,118506,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact."
KEEP,provenance/source-inputs/MoSSe_2H_GSFE_reconstruction.png,MoSSe_2H_GSFE_reconstruction.png,b2c796e4aadf92b060b4e4c82011feb3c8ec9eb9cab230d67441927ebe5c34d6,213722,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact."
KEEP,provenance/source-inputs/붙여넣은 텍스트 (1)(7).txt,붙여넣은 텍스트 (1)(7).txt,1e213e7a4a0c32e81b91469223df2c1a2269d73be10ab1a1c4dc4686556032b6,24242,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact."
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/ENVIRONMENT.md,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/ENVIRONMENT.md,11879bf9bed82c5a7ca7e80b5868f9f62aacdf24438292b41e9b31446b116942,517,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact."
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/README.md,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/README.md,379f04b29da8c6e4e486890185cb357dcb09bb30e7cdd9494ab9a4b4748cc452,1526,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact."
KEEP,reproducibility/Janus_MoSSe_Current_ReproducibilityRelease_v2/RUNNING_AUDITS.md,janus_n17_repro_release/Janus_MoSSe_Current_ReproducibilityRelease_v2/RUNNING_AUDITS.md,86f38cbec12e0c34b9638525ba189ec82a16647879ee41746c99d122ac459d04,550,SUPPORTING,OK,"Research OS evidence, code, data, audit, or provenance artifact."
